Location,HomeStartingPrice,Package,Date,PackagePrice,TotalListings,NewListingsCount
Göteborg,10000000,BASIC,14-Mar-22,4590,17825,2890
Göteborg,10000000,BASIC,21-Mar-22,4590,18556,2936
Göteborg,10000000,BASIC,28-Mar-22,4590,19100,2958
Göteborg,10000000,BASIC,4-Apr-22,4590,19074,2983
Göteborg,10000000,BASIC,11-Apr-22,4590,18346,3365
Göteborg,10000000,BASIC,18-Apr-22,4590,20181,3227
Göteborg,10000000,BASIC,25-Apr-22,4590,21037,3214
Göteborg,10000000,BASIC,2-May-22,4590,22236,3129
Göteborg,10000000,BASIC,9-May-22,4590,24173,3109
Göteborg,10000000,BASIC,16-May-22,4590,26067,3108
Göteborg,10000000,BASIC,23-May-22,4590,27630,3130
Göteborg,10000000,BASIC,30-May-22,4590,28988,3206
Göteborg,10000000,BASIC,6-Jun-22,4890,30451,3104
Göteborg,10000000,BASIC,13-Jun-22,4890,31101,3132
Göteborg,10000000,BASIC,20-Jun-22,4890,29622,3427
Göteborg,10000000,BASIC,27-Jun-22,4890,28308,3695
Göteborg,10000000,BASIC,4-Jul-22,4890,26296,4126
Göteborg,10000000,BASIC,11-Jul-22,4890,24306,4584
Göteborg,10000000,BASIC,18-Jul-22,4890,23331,4910
Göteborg,10000000,BASIC,25-Jul-22,4890,23331,4910
Göteborg,10000000,BASIC,1-Aug-22,4890,23866,4961
Göteborg,10000000,BASIC,8-Aug-22,4890,27096,4400
Göteborg,10000000,BASIC,15-Aug-22,4890,30532,3893
Göteborg,10000000,BASIC,22-Aug-22,4890,32602,3636
Göteborg,10000000,BASIC,29-Aug-22,4890,33341,3501
Göteborg,10000000,BASIC,5-Sep-22,4890,33485,3521
Göteborg,10000000,BASIC,12-Sep-22,4890,34038,3510
Göteborg,10000000,BASIC,19-Sep-22,4890,34581,3547
Göteborg,10000000,BASIC,26-Sep-22,4890,34775,2597
Göteborg,10000000,BASIC,3-Oct-22,4890,34673,3491
Göteborg,10000000,BASIC,10-Oct-22,5290,35102,3513
Göteborg,10000000,BASIC,17-Oct-22,5290,35335,3540
Göteborg,10000000,BASIC,24-Oct-22,5290,35015,3603
Göteborg,10000000,BASIC,31-Oct-22,5290,34589,3704
Göteborg,10000000,BASIC,7-Nov-22,5290,34243,3575
Göteborg,10000000,BASIC,14-Nov-22,5290,33976,3552
Göteborg,10000000,BASIC,21-Nov-22,5290,33151,3551
Göteborg,10000000,BASIC,28-Nov-22,5290,31930,3588
Göteborg,10000000,BASIC,5-Dec-22,5290,30087,3763
Göteborg,10000000,BASIC,12-Dec-22,5290,27415,4119
Göteborg,10000000,BASIC,19-Dec-22,5290,27344,4758
Göteborg,10000000,BASIC,26-Dec-22,5290,27344,4758
Göteborg,10000000,BASIC,2-Jan-23,5990,24335,4884
Göteborg,10000000,BASIC,9-Jan-23,5990,27038,4157
Göteborg,10000000,BASIC,16-Jan-23,5990,28390,3923
Göteborg,10000000,BASIC,23-Jan-23,5990,28382,3872
Göteborg,10000000,BASIC,30-Jan-23,5990,28084,3845
Göteborg,10000000,BASIC,6-Feb-23,5990,28038,3859
Göteborg,10000000,BASIC,13-Feb-23,5990,27943,3905
Göteborg,10000000,BASIC,20-Feb-23,5990,27752,4045
Göteborg,10000000,BASIC,27-Feb-23,5990,27604,4142
Göteborg,10000000,BASIC,6-Mar-23,5990,28104,4144
Göteborg,10000000,BASIC,13-Mar-23,5990,28736,4157
Göteborg,10000000,BASIC,20-Mar-23,5990,29169,4142
Göteborg,10000000,BASIC,27-Mar-23,5990,29466,4212
Göteborg,10000000,BASIC,3-Apr-23,5990,29105,4567
Göteborg,10000000,BASIC,10-Apr-23,5990,30853,4563
Göteborg,10000000,BASIC,17-Apr-23,5990,31807,4368
Göteborg,10000000,BASIC,24-Apr-23,5990,31893,4540
Göteborg,10000000,BASIC,1-May-23,6190,33060,4458
Göteborg,10000000,BASIC,8-May-23,6190,34443,4392
Göteborg,10000000,BASIC,15-May-23,6190,35956,4321
Göteborg,10000000,BASIC,22-May-23,6190,37349,4246
Göteborg,10000000,BASIC,29-May-23,6190,38532,4270
Göteborg,10000000,BASIC,5-Jun-23,6190,39480,4221
Göteborg,10000000,BASIC,12-Jun-23,6190,40044,4181
Göteborg,10000000,BASIC,19-Jun-23,6190,38673,4532
Göteborg,3000000,PREMIUM,8-Mar-21,5749,,
Göteborg,3000000,PREMIUM,15-Mar-21,5749,,
Göteborg,3000000,PREMIUM,22-Mar-21,5749,19828,2290
Göteborg,3000000,PREMIUM,29-Mar-21,5749,19047,2566
Göteborg,3000000,PREMIUM,5-Apr-21,5749,20483,2565
Göteborg,3000000,PREMIUM,12-Apr-21,5909,21254,2414
Göteborg,3000000,PREMIUM,19-Apr-21,5909,21590,2386
Göteborg,3000000,PREMIUM,26-Apr-21,5889,21717,2532
Göteborg,3000000,PREMIUM,3-May-21,5889,22239,2480
Göteborg,3000000,PREMIUM,10-May-21,5889,22863,2517
Göteborg,3000000,PREMIUM,17-May-21,5889,22863,2517
Göteborg,3000000,PREMIUM,24-May-21,5889,22863,2517
Göteborg,3000000,PREMIUM,31-May-21,5889,24728,2337
Göteborg,3000000,PREMIUM,7-Jun-21,5889,25724,2299
Göteborg,3000000,PREMIUM,14-Jun-21,5889,26320,2305
Göteborg,3000000,PREMIUM,21-Jun-21,5889,24319,2558
Göteborg,3000000,PREMIUM,28-Jun-21,5889,23080,2721
Göteborg,3000000,PREMIUM,5-Jul-21,5889,21639,2999
Göteborg,3000000,PREMIUM,12-Jul-21,6260,20235,3300
Göteborg,3000000,PREMIUM,19-Jul-21,6260,19919,2566
Göteborg,3000000,PREMIUM,26-Jul-21,6260,19544,3762
Göteborg,3000000,PREMIUM,2-Aug-21,6260,20277,3659
Göteborg,3000000,PREMIUM,9-Aug-21,6260,22548,3203
Göteborg,3000000,PREMIUM,16-Aug-21,6260,20277,3659
Göteborg,3000000,PREMIUM,23-Aug-21,6260,25800,2690
Göteborg,3000000,PREMIUM,30-Aug-21,6260,25675,2578
Göteborg,3000000,PREMIUM,6-Sep-21,6260,25543,2546
Göteborg,3000000,PREMIUM,13-Sep-21,6260,25670,2576
Göteborg,3000000,PREMIUM,20-Sep-21,6260,25666,2577
Göteborg,3000000,PREMIUM,27-Sep-21,6260,25270,2606
Göteborg,3000000,PREMIUM,4-Oct-21,6260,24657,2595
Göteborg,3000000,PREMIUM,11-Oct-21,6260,24400,2530
Göteborg,3000000,PREMIUM,18-Oct-21,6260,24264,2541
Göteborg,3000000,PREMIUM,25-Oct-21,6260,23504,2600
Göteborg,3000000,PREMIUM,1-Nov-21,6260,19902,2660
Göteborg,3000000,PREMIUM,8-Nov-21,6260,20062,2523
Göteborg,3000000,PREMIUM,15-Nov-21,6260,19823,2484
Göteborg,3000000,PREMIUM,22-Nov-21,6260,19054,2471
Göteborg,3000000,PREMIUM,29-Nov-21,6260,17884,2459
Göteborg,3000000,PREMIUM,6-Dec-21,6260,16198,2648
Göteborg,3000000,PREMIUM,13-Dec-21,6260,13839,3010
Göteborg,3000000,PREMIUM,20-Dec-21,6260,11406,3439
Göteborg,3000000,PREMIUM,29-Dec-21,6260,11197,3978
Göteborg,3000000,PREMIUM,3-Jan-22,6260,12675,3620
Göteborg,3000000,PREMIUM,10-Jan-22,6260,15299,2983
Göteborg,3000000,PREMIUM,17-Jan-22,6260,16178,2699
Göteborg,3000000,PREMIUM,24-Jan-22,6260,15863,2651
Göteborg,3000000,PREMIUM,31-Jan-22,6260,15750,2658
Göteborg,3000000,PREMIUM,7-Feb-22,6660,15763,2643
Göteborg,3000000,PREMIUM,14-Feb-22,6660,16070,2598
Göteborg,3000000,PREMIUM,21-Feb-22,6660,15851,2799
Göteborg,3000000,PREMIUM,28-Feb-22,6660,15805,2808
Göteborg,3000000,PREMIUM,7-Mar-22,6660,16874,2855
Göteborg,3000000,PREMIUM,14-Mar-22,6660,17825,2890
Göteborg,3000000,PREMIUM,21-Mar-22,6660,18556,2936
Göteborg,3000000,PREMIUM,28-Mar-22,6660,19100,2958
Göteborg,3000000,PREMIUM,4-Apr-22,6660,19074,2983
Göteborg,3000000,PREMIUM,11-Apr-22,6920,18346,3365
Göteborg,3000000,PREMIUM,18-Apr-22,6920,20181,3227
Göteborg,3000000,PREMIUM,25-Apr-22,6920,21037,3214
Göteborg,3000000,PREMIUM,2-May-22,6920,22236,3129
Göteborg,3000000,PREMIUM,9-May-22,6920,24173,3109
Göteborg,3000000,PREMIUM,16-May-22,6920,26067,3108
Göteborg,3000000,PREMIUM,23-May-22,6920,27630,3130
Göteborg,3000000,PREMIUM,30-May-22,6920,28988,3206
Göteborg,3000000,PREMIUM,6-Jun-22,7090,30451,3104
Göteborg,3000000,PREMIUM,13-Jun-22,7090,31101,3132
Göteborg,3000000,PREMIUM,20-Jun-22,7090,29622,3427
Göteborg,3000000,PREMIUM,27-Jun-22,7090,28308,3695
Göteborg,3000000,PREMIUM,4-Jul-22,7090,26296,4126
Göteborg,3000000,PREMIUM,11-Jul-22,7090,24306,4584
Göteborg,3000000,PREMIUM,18-Jul-22,7090,23331,4910
Göteborg,3000000,PREMIUM,25-Jul-22,7090,23331,4910
Göteborg,3000000,PREMIUM,1-Aug-22,7090,23866,4961
Göteborg,3000000,PREMIUM,8-Aug-22,7490,27096,4400
Göteborg,3000000,PREMIUM,15-Aug-22,7490,30532,3893
Göteborg,3000000,PREMIUM,22-Aug-22,7490,32602,3636
Göteborg,3000000,PREMIUM,29-Aug-22,7490,33341,3501
Göteborg,3000000,PREMIUM,5-Sep-22,7390,33485,3521
Göteborg,3000000,PREMIUM,12-Sep-22,7390,34038,3510
Göteborg,3000000,PREMIUM,19-Sep-22,7390,34581,3547
Göteborg,3000000,PREMIUM,26-Sep-22,7390,34775,2597
Göteborg,3000000,PREMIUM,3-Oct-22,7390,34673,3491
Göteborg,3000000,PREMIUM,10-Oct-22,7390,35102,3513
Göteborg,3000000,PREMIUM,17-Oct-22,7390,35335,3540
Göteborg,3000000,PREMIUM,24-Oct-22,7390,35015,3603
Göteborg,3000000,PREMIUM,31-Oct-22,7390,34589,3704
Göteborg,3000000,PREMIUM,7-Nov-22,7690,34243,3575
Göteborg,3000000,PREMIUM,14-Nov-22,7690,33976,3552
Göteborg,3000000,PREMIUM,21-Nov-22,7690,33151,3551
Göteborg,3000000,PREMIUM,28-Nov-22,7690,31930,3588
Göteborg,3000000,PREMIUM,5-Dec-22,7690,30087,3763
Göteborg,3000000,PREMIUM,12-Dec-22,7690,27415,4119
Göteborg,3000000,PREMIUM,19-Dec-22,7690,27344,4758
Göteborg,3000000,PREMIUM,26-Dec-22,7690,27344,4758
Göteborg,3000000,PREMIUM,2-Jan-23,8590,24335,4884
Göteborg,3000000,PREMIUM,9-Jan-23,8590,27038,4157
Göteborg,3000000,PREMIUM,16-Jan-23,8590,28390,3923
Göteborg,3000000,PREMIUM,23-Jan-23,8590,28382,3872
Göteborg,3000000,PREMIUM,30-Jan-23,8590,28084,3845
Göteborg,3000000,PREMIUM,6-Feb-23,8590,28038,3859
Göteborg,3000000,PREMIUM,13-Feb-23,8590,27943,3905
Göteborg,3000000,PREMIUM,20-Feb-23,8590,27752,4045
Göteborg,3000000,PREMIUM,27-Feb-23,8590,27604,4142
Göteborg,3000000,PREMIUM,6-Mar-23,8590,28104,4144
Göteborg,3000000,PREMIUM,13-Mar-23,8590,28736,4157
Göteborg,3000000,PREMIUM,20-Mar-23,8590,29169,4142
Göteborg,3000000,PREMIUM,27-Mar-23,8590,29466,4212
Göteborg,3000000,PREMIUM,3-Apr-23,8590,29105,4567
Göteborg,3000000,PREMIUM,10-Apr-23,8590,30853,4563
Göteborg,3000000,PREMIUM,17-Apr-23,8590,31807,4368
Göteborg,3000000,PREMIUM,24-Apr-23,8590,31893,4540
Göteborg,3000000,PREMIUM,1-May-23,9060,33060,4458
Göteborg,3000000,PREMIUM,8-May-23,9060,34443,4392
Göteborg,3000000,PREMIUM,15-May-23,9060,35956,4321
Göteborg,3000000,PREMIUM,22-May-23,9060,37349,4246
Göteborg,3000000,PREMIUM,29-May-23,9060,38532,4270
Göteborg,3000000,PREMIUM,5-Jun-23,9110,39480,4221
Göteborg,3000000,PREMIUM,12-Jun-23,9110,40044,4181
Göteborg,3000000,PREMIUM,19-Jun-23,9110,38673,4532
Göteborg,3000000,PLUS,8-Mar-21,3549,,
Göteborg,3000000,PLUS,15-Mar-21,3549,,
Göteborg,3000000,PLUS,22-Mar-21,3549,19828,2290
Göteborg,3000000,PLUS,29-Mar-21,3549,19047,2566
Göteborg,3000000,PLUS,5-Apr-21,3549,20483,2565
Göteborg,3000000,PLUS,12-Apr-21,3709,21254,2414
Göteborg,3000000,PLUS,19-Apr-21,3709,21590,2386
Göteborg,3000000,PLUS,26-Apr-21,3699,21717,2532
Göteborg,3000000,PLUS,3-May-21,3699,22239,2480
Göteborg,3000000,PLUS,10-May-21,3699,22863,2517
Göteborg,3000000,PLUS,17-May-21,3699,22863,2517
Göteborg,3000000,PLUS,24-May-21,3699,22863,2517
Göteborg,3000000,PLUS,31-May-21,3699,24728,2337
Göteborg,3000000,PLUS,7-Jun-21,3699,25724,2299
Göteborg,3000000,PLUS,14-Jun-21,3699,26320,2305
Göteborg,3000000,PLUS,21-Jun-21,3699,24319,2558
Göteborg,3000000,PLUS,28-Jun-21,3699,23080,2721
Göteborg,3000000,PLUS,5-Jul-21,3699,21639,2999
Göteborg,3000000,PLUS,12-Jul-21,4070,20235,3300
Göteborg,3000000,PLUS,19-Jul-21,4070,19919,2566
Göteborg,3000000,PLUS,26-Jul-21,4070,19544,3762
Göteborg,3000000,PLUS,2-Aug-21,4070,20277,3659
Göteborg,3000000,PLUS,9-Aug-21,4070,22548,3203
Göteborg,3000000,PLUS,16-Aug-21,4070,20277,3659
Göteborg,3000000,PLUS,23-Aug-21,4070,25800,2690
Göteborg,3000000,PLUS,30-Aug-21,4070,25675,2578
Göteborg,3000000,PLUS,6-Sep-21,4070,25543,2546
Göteborg,3000000,PLUS,13-Sep-21,4070,25670,2576
Göteborg,3000000,PLUS,20-Sep-21,4070,25666,2577
Göteborg,3000000,PLUS,27-Sep-21,4070,25270,2606
Göteborg,3000000,PLUS,4-Oct-21,4070,24657,2595
Göteborg,3000000,PLUS,11-Oct-21,4070,24400,2530
Göteborg,3000000,PLUS,18-Oct-21,4070,24264,2541
Göteborg,3000000,PLUS,25-Oct-21,4070,23504,2600
Göteborg,3000000,PLUS,1-Nov-21,4070,19902,2660
Göteborg,3000000,PLUS,8-Nov-21,4070,20062,2523
Göteborg,3000000,PLUS,15-Nov-21,4070,19823,2484
Göteborg,3000000,PLUS,22-Nov-21,4070,19054,2471
Göteborg,3000000,PLUS,29-Nov-21,4070,17884,2459
Göteborg,3000000,PLUS,6-Dec-21,4070,16198,2648
Göteborg,3000000,PLUS,13-Dec-21,4070,13839,3010
Göteborg,3000000,PLUS,20-Dec-21,4070,11406,3439
Göteborg,3000000,PLUS,29-Dec-21,4070,11197,3978
Göteborg,3000000,PLUS,3-Jan-22,4070,12675,3620
Göteborg,3000000,PLUS,10-Jan-22,4070,15299,2983
Göteborg,3000000,PLUS,17-Jan-22,4070,16178,2699
Göteborg,3000000,PLUS,24-Jan-22,4070,15863,2651
Göteborg,3000000,PLUS,31-Jan-22,4070,15750,2658
Göteborg,3000000,PLUS,7-Feb-22,4470,15763,2643
Göteborg,3000000,PLUS,14-Feb-22,4470,16070,2598
Göteborg,3000000,PLUS,21-Feb-22,4470,15851,2799
Göteborg,3000000,PLUS,28-Feb-22,4470,15805,2808
Göteborg,3000000,PLUS,7-Mar-22,4470,16874,2855
Göteborg,3000000,PLUS,14-Mar-22,4470,17825,2890
Göteborg,3000000,PLUS,21-Mar-22,4470,18556,2936
Göteborg,3000000,PLUS,28-Mar-22,4470,19100,2958
Göteborg,3000000,PLUS,4-Apr-22,4470,19074,2983
Göteborg,3000000,PLUS,11-Apr-22,4730,18346,3365
Göteborg,3000000,PLUS,18-Apr-22,4730,20181,3227
Göteborg,3000000,PLUS,25-Apr-22,4730,21037,3214
Göteborg,3000000,PLUS,2-May-22,4730,22236,3129
Göteborg,3000000,PLUS,9-May-22,4730,24173,3109
Göteborg,3000000,PLUS,16-May-22,4730,26067,3108
Göteborg,3000000,PLUS,23-May-22,4730,27630,3130
Göteborg,3000000,PLUS,30-May-22,4730,28988,3206
Göteborg,3000000,PLUS,6-Jun-22,4590,30451,3104
Göteborg,3000000,PLUS,13-Jun-22,4590,31101,3132
Göteborg,3000000,PLUS,20-Jun-22,4590,29622,3427
Göteborg,3000000,PLUS,27-Jun-22,4590,28308,3695
Göteborg,3000000,PLUS,4-Jul-22,4590,26296,4126
Göteborg,3000000,PLUS,11-Jul-22,4590,24306,4584
Göteborg,3000000,PLUS,18-Jul-22,4590,23331,4910
Göteborg,3000000,PLUS,25-Jul-22,4590,23331,4910
Göteborg,3000000,PLUS,1-Aug-22,4590,23866,4961
Göteborg,3000000,PLUS,8-Aug-22,4690,27096,4400
Göteborg,3000000,PLUS,15-Aug-22,4690,30532,3893
Göteborg,3000000,PLUS,22-Aug-22,4690,32602,3636
Göteborg,3000000,PLUS,29-Aug-22,4690,33341,3501
Göteborg,3000000,PLUS,5-Sep-22,4790,33485,3521
Göteborg,3000000,PLUS,12-Sep-22,4790,34038,3510
Göteborg,3000000,PLUS,19-Sep-22,4790,34581,3547
Göteborg,3000000,PLUS,26-Sep-22,4790,34775,2597
Göteborg,3000000,PLUS,3-Oct-22,4790,34673,3491
Göteborg,3000000,PLUS,10-Oct-22,4790,35102,3513
Göteborg,3000000,PLUS,17-Oct-22,4790,35335,3540
Göteborg,3000000,PLUS,24-Oct-22,4790,35015,3603
Göteborg,3000000,PLUS,31-Oct-22,4790,34589,3704
Göteborg,3000000,PLUS,7-Nov-22,4990,34243,3575
Göteborg,3000000,PLUS,14-Nov-22,4990,33976,3552
Göteborg,3000000,PLUS,21-Nov-22,4990,33151,3551
Göteborg,3000000,PLUS,28-Nov-22,4990,31930,3588
Göteborg,3000000,PLUS,5-Dec-22,4990,30087,3763
Göteborg,3000000,PLUS,12-Dec-22,4990,27415,4119
Göteborg,3000000,PLUS,19-Dec-22,4990,27344,4758
Göteborg,3000000,PLUS,26-Dec-22,4990,27344,4758
Göteborg,3000000,PLUS,2-Jan-23,5590,24335,4884
Göteborg,3000000,PLUS,9-Jan-23,5590,27038,4157
Göteborg,3000000,PLUS,16-Jan-23,5590,28390,3923
Göteborg,3000000,PLUS,23-Jan-23,5590,28382,3872
Göteborg,3000000,PLUS,30-Jan-23,5590,28084,3845
Göteborg,3000000,PLUS,6-Feb-23,5590,28038,3859
Göteborg,3000000,PLUS,13-Feb-23,5590,27943,3905
Göteborg,3000000,PLUS,20-Feb-23,5590,27752,4045
Göteborg,3000000,PLUS,27-Feb-23,5590,27604,4142
Göteborg,3000000,PLUS,6-Mar-23,5590,28104,4144
Göteborg,3000000,PLUS,13-Mar-23,5590,28736,4157
Göteborg,3000000,PLUS,20-Mar-23,5590,29169,4142
Göteborg,3000000,PLUS,27-Mar-23,5590,29466,4212
Göteborg,3000000,PLUS,3-Apr-23,5590,29105,4567
Göteborg,3000000,PLUS,10-Apr-23,5590,30853,4563
Göteborg,3000000,PLUS,17-Apr-23,5590,31807,4368
Göteborg,3000000,PLUS,24-Apr-23,5590,31893,4540
Göteborg,3000000,PLUS,1-May-23,5890,33060,4458
Göteborg,3000000,PLUS,8-May-23,5890,34443,4392
Göteborg,3000000,PLUS,15-May-23,5890,35956,4321
Göteborg,3000000,PLUS,22-May-23,5890,37349,4246
Göteborg,3000000,PLUS,29-May-23,5890,38532,4270
Göteborg,3000000,PLUS,5-Jun-23,5890,39480,4221
Göteborg,3000000,PLUS,12-Jun-23,5890,40044,4181
Göteborg,3000000,PLUS,19-Jun-23,5890,38673,4532
Göteborg,3000000,BASIC,8-Mar-21,2650,,
Göteborg,3000000,BASIC,15-Mar-21,2650,,
Göteborg,3000000,BASIC,22-Mar-21,2650,19828,2290
Göteborg,3000000,BASIC,29-Mar-21,2650,19047,2566
Göteborg,3000000,BASIC,5-Apr-21,2650,20483,2565
Göteborg,3000000,BASIC,12-Apr-21,2810,21254,2414
Göteborg,3000000,BASIC,19-Apr-21,2810,21590,2386
Göteborg,3000000,BASIC,26-Apr-21,2810,21717,2532
Göteborg,3000000,BASIC,3-May-21,2810,22239,2480
Göteborg,3000000,BASIC,10-May-21,2810,22863,2517
Göteborg,3000000,BASIC,17-May-21,2810,22863,2517
Göteborg,3000000,BASIC,24-May-21,2810,22863,2517
Göteborg,3000000,BASIC,31-May-21,2810,24728,2337
Göteborg,3000000,BASIC,7-Jun-21,2810,25724,2299
Göteborg,3000000,BASIC,14-Jun-21,2810,26320,2305
Göteborg,3000000,BASIC,21-Jun-21,2810,24319,2558
Göteborg,3000000,BASIC,28-Jun-21,2810,23080,2721
Göteborg,3000000,BASIC,5-Jul-21,2810,21639,2999
Göteborg,3000000,BASIC,12-Jul-21,3090,20235,3300
Göteborg,3000000,BASIC,19-Jul-21,3090,19919,2566
Göteborg,3000000,BASIC,26-Jul-21,3090,19544,3762
Göteborg,3000000,BASIC,2-Aug-21,3090,20277,3659
Göteborg,3000000,BASIC,9-Aug-21,3090,22548,3203
Göteborg,3000000,BASIC,16-Aug-21,3090,20277,3659
Göteborg,3000000,BASIC,23-Aug-21,3090,25800,2690
Göteborg,3000000,BASIC,30-Aug-21,3090,25675,2578
Göteborg,3000000,BASIC,6-Sep-21,3090,25543,2546
Göteborg,3000000,BASIC,13-Sep-21,3090,25670,2576
Göteborg,3000000,BASIC,20-Sep-21,3090,25666,2577
Göteborg,3000000,BASIC,27-Sep-21,3090,25270,2606
Göteborg,3000000,BASIC,4-Oct-21,3090,24657,2595
Göteborg,3000000,BASIC,11-Oct-21,3090,24400,2530
Göteborg,3000000,BASIC,18-Oct-21,3090,24264,2541
Göteborg,3000000,BASIC,25-Oct-21,3090,23504,2600
Göteborg,3000000,BASIC,1-Nov-21,3090,19902,2660
Göteborg,3000000,BASIC,8-Nov-21,3090,20062,2523
Göteborg,3000000,BASIC,15-Nov-21,3090,19823,2484
Göteborg,3000000,BASIC,22-Nov-21,3090,19054,2471
Göteborg,3000000,BASIC,29-Nov-21,3090,17884,2459
Göteborg,3000000,BASIC,6-Dec-21,3090,16198,2648
Göteborg,3000000,BASIC,13-Dec-21,3090,13839,3010
Göteborg,3000000,BASIC,20-Dec-21,3090,11406,3439
Göteborg,3000000,BASIC,29-Dec-21,3090,11197,3978
Göteborg,3000000,BASIC,3-Jan-22,3090,12675,3620
Göteborg,3000000,BASIC,10-Jan-22,3090,15299,2983
Göteborg,3000000,BASIC,17-Jan-22,3090,16178,2699
Göteborg,3000000,BASIC,24-Jan-22,3090,15863,2651
Göteborg,3000000,BASIC,31-Jan-22,3090,15750,2658
Göteborg,3000000,BASIC,7-Feb-22,3390,15763,2643
Göteborg,3000000,BASIC,14-Feb-22,3390,16070,2598
Göteborg,3000000,BASIC,21-Feb-22,3390,15851,2799
Göteborg,3000000,BASIC,28-Feb-22,3390,15805,2808
Göteborg,3000000,BASIC,7-Mar-22,3390,16874,2855
Göteborg,3000000,BASIC,14-Mar-22,3390,17825,2890
Göteborg,3000000,BASIC,21-Mar-22,3390,18556,2936
Göteborg,3000000,BASIC,28-Mar-22,3390,19100,2958
Göteborg,3000000,BASIC,4-Apr-22,3390,19074,2983
Göteborg,3000000,BASIC,11-Apr-22,3590,18346,3365
Göteborg,3000000,BASIC,18-Apr-22,3590,20181,3227
Göteborg,3000000,BASIC,25-Apr-22,3590,21037,3214
Göteborg,3000000,BASIC,2-May-22,3590,22236,3129
Göteborg,3000000,BASIC,9-May-22,3590,24173,3109
Göteborg,3000000,BASIC,16-May-22,3590,26067,3108
Göteborg,3000000,BASIC,23-May-22,3590,27630,3130
Göteborg,3000000,BASIC,30-May-22,3590,28988,3206
Göteborg,3000000,BASIC,6-Jun-22,3590,30451,3104
Göteborg,3000000,BASIC,13-Jun-22,3590,31101,3132
Göteborg,3000000,BASIC,20-Jun-22,3590,29622,3427
Göteborg,3000000,BASIC,27-Jun-22,3590,28308,3695
Göteborg,3000000,BASIC,4-Jul-22,3590,26296,4126
Göteborg,3000000,BASIC,11-Jul-22,3590,24306,4584
Göteborg,3000000,BASIC,18-Jul-22,3590,23331,4910
Göteborg,3000000,BASIC,25-Jul-22,3590,23331,4910
Göteborg,3000000,BASIC,1-Aug-22,3590,23866,4961
Göteborg,3000000,BASIC,8-Aug-22,3690,27096,4400
Göteborg,3000000,BASIC,15-Aug-22,3690,30532,3893
Göteborg,3000000,BASIC,22-Aug-22,3690,32602,3636
Göteborg,3000000,BASIC,29-Aug-22,3690,33341,3501
Göteborg,3000000,BASIC,5-Sep-22,3690,33485,3521
Göteborg,3000000,BASIC,12-Sep-22,3690,34038,3510
Göteborg,3000000,BASIC,19-Sep-22,3690,34581,3547
Göteborg,3000000,BASIC,26-Sep-22,3690,34775,2597
Göteborg,3000000,BASIC,3-Oct-22,3690,34673,3491
Göteborg,3000000,BASIC,10-Oct-22,3690,35102,3513
Göteborg,3000000,BASIC,17-Oct-22,3690,35335,3540
Göteborg,3000000,BASIC,24-Oct-22,3690,35015,3603
Göteborg,3000000,BASIC,31-Oct-22,3690,34589,3704
Göteborg,3000000,BASIC,7-Nov-22,3790,34243,3575
Göteborg,3000000,BASIC,14-Nov-22,3790,33976,3552
Göteborg,3000000,BASIC,21-Nov-22,3790,33151,3551
Göteborg,3000000,BASIC,28-Nov-22,3790,31930,3588
Göteborg,3000000,BASIC,5-Dec-22,3790,30087,3763
Göteborg,3000000,BASIC,12-Dec-22,3790,27415,4119
Göteborg,3000000,BASIC,19-Dec-22,3790,27344,4758
Göteborg,3000000,BASIC,26-Dec-22,3790,27344,4758
Göteborg,3000000,BASIC,2-Jan-23,4190,24335,4884
Göteborg,3000000,BASIC,9-Jan-23,4190,27038,4157
Göteborg,3000000,BASIC,16-Jan-23,4190,28390,3923
Göteborg,3000000,BASIC,23-Jan-23,4190,28382,3872
Göteborg,3000000,BASIC,30-Jan-23,4190,28084,3845
Göteborg,3000000,BASIC,6-Feb-23,4190,28038,3859
Göteborg,3000000,BASIC,13-Feb-23,4190,27943,3905
Göteborg,3000000,BASIC,20-Feb-23,4190,27752,4045
Göteborg,3000000,BASIC,27-Feb-23,4190,27604,4142
Göteborg,3000000,BASIC,6-Mar-23,4190,28104,4144
Göteborg,3000000,BASIC,13-Mar-23,4190,28736,4157
Göteborg,3000000,BASIC,20-Mar-23,4190,29169,4142
Göteborg,3000000,BASIC,27-Mar-23,4190,29466,4212
Göteborg,3000000,BASIC,3-Apr-23,4190,29105,4567
Göteborg,3000000,BASIC,10-Apr-23,4190,30853,4563
Göteborg,3000000,BASIC,17-Apr-23,4190,31807,4368
Göteborg,3000000,BASIC,24-Apr-23,4190,31893,4540
Göteborg,3000000,BASIC,1-May-23,4380,33060,4458
Göteborg,3000000,BASIC,8-May-23,4380,34443,4392
Göteborg,3000000,BASIC,15-May-23,4380,35956,4321
Göteborg,3000000,BASIC,22-May-23,4380,37349,4246
Göteborg,3000000,BASIC,29-May-23,4380,38532,4270
Göteborg,3000000,BASIC,5-Jun-23,4380,39480,4221
Göteborg,3000000,BASIC,12-Jun-23,4380,40044,4181
Göteborg,3000000,BASIC,19-Jun-23,4380,38673,4532
Malmö,10000000,PREMIUM,8-Mar-21,6169,,
Malmö,10000000,PREMIUM,15-Mar-21,6169,,
Malmö,10000000,PREMIUM,22-Mar-21,6169,19828,2290
Malmö,10000000,PREMIUM,29-Mar-21,6169,19047,2566
Malmö,10000000,PREMIUM,5-Apr-21,6169,20483,2565
Malmö,10000000,PREMIUM,12-Apr-21,6399,21254,2414
